date,event_id,title,score_band,state,flags
2026-03-19,KXSTATE51-29,What will be the 51st state in Trump's term?,Unknown,Initializing,
2026-03-19,KXCANAL-29,Will Trump take back the Panama Canal?,Unknown,Initializing,
2026-03-19,KXNEXTUKPM-30,Who will be the next Prime Minister of the UK?,Unknown,Initializing,
2026-03-19,KXGTAPRICE,What will the price of GTA VI be on PS5?,Unknown,Initializing,
2026-03-19,KXBOND-30,Who will be the next James Bond?,Unknown,Initializing,
2026-03-19,KXINSURRECTION-29,Will Trump invoke the Insurrection Act?,Unknown,Initializing,
2026-03-19,KXMUSKTRILLION,When will Elon Musk become a trillionaire?,Unknown,Initializing,
2026-03-19,KXPRESPARTY-2028,2028 Presidential Election winner? (Party),Unknown,Initializing,
2026-03-19,KXTRUMPREMOVE,Will Trump be impeached and removed from office?,Unknown,Initializing,
2026-03-19,KXUSAEXPANDTERRITORY,Will the US acquire any new territory?,Unknown,Initializing,
2026-03-19,KXIMPEACH-29,Will President Trump be impeached during his term?,Unknown,Initializing,
2026-03-19,KXTAIWANLVL4,Will the US issue a Level 4 travel advisory for Taiwan?,Unknown,Initializing,
2026-03-19,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,Unknown,Initializing,
2026-03-19,KXAMEND22-29,Will Trump be allowed to run for a 3rd term?,Unknown,Initializing,
2026-03-19,KXSWIFTKELCEWEDDINGLOCATION-30,Where will Taylor Swift and Travis Kelce’s Wedding occur?,Unknown,Initializing,
2026-03-19,KXSCOURT-29,Who will be the next Supreme Court justice?,Unknown,Initializing,
2026-03-19,KXNEWSCOTUSCONF-29JAN20,How many Supreme Court justices will the President confirm?,Unknown,Initializing,
2026-03-19,KXAGENCYELIM-29,Which agencies will Trump eliminate?,Unknown,Initializing,
2026-03-19,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-03-19,KXTRUMPRESIGN,Will Trump resign during his term?,Unknown,Initializing,
2026-03-19,KXUKPARTY-29,Which party will win the next UK general election?,Unknown,Initializing,
2026-03-19,KXGDPUSMAX-28,Will there be a Trump economic boom?,Unknown,Initializing,
2026-03-19,POWER-28,2028: Who will win the Presidency  House  and Senate?,Unknown,Initializing,
2026-03-19,KXDOED-29,Will Trump abolish the Department of Education?,Unknown,Initializing,
2026-03-19,KXZELENSKYPUTIN-29,Will Zelenskyy and Putin speak?,Unknown,Initializing,
2026-03-19,KXH1B-29,Will Trump expand the H1-B program?,Unknown,Initializing,
2026-03-19,KXNEXTDHSSEC-29,Who will be Trump's next DHS secretary?,Unknown,Initializing,
2026-03-19,KXCANTERRITORY-29,Will the US take control of any part of Canada?,Unknown,Initializing,
2026-03-19,KXFEDEND-29,Will Trump end the Federal Reserve?,Unknown,Initializing,
2026-03-19,KXIMPEACHCABINET,Will a cabinet member be impeached?,Unknown,Initializing,
2026-03-19,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-03-19,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-03-19,CHINAUSGDP,China overtakes USA’s economy by 2030?,Unknown,Initializing,
2026-03-19,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-19,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Overheated,
2026-03-19,KXDEBTGROWTH-28DEC31,Peak US National Debt Under Trump Administration,Unknown,Initializing,
2026-03-19,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,Unknown,Initializing,
2026-03-19,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | Scatter | High-Conflict,Overheated | Scatter | High-Conflict
2026-03-19,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-03-19,KXSPACEXMARS-30,Will SpaceX land anything successfully on Mars before 2030?,Unknown,Initializing,
2026-03-19,KXSTATE-29,Will Trump add a 51st state to the US?,Unknown,Initializing,
2026-03-19,KXFTAPRC-29,Will Trump make a new free trade agreement with China?,Unknown,Initializing,
2026-03-19,KXLIVENATIONUS-30,Courts consider Live Nation a monopoly?,Unknown,Initializing,
2026-03-19,KXSCOTUSRESIGN-29,Which Supreme Court justices will resign during Trump's term?,Unknown,Initializing,
2026-03-20,KXPRESPERSON-28,2028 U.S. Presidential Election winner?,Neutral,Fragile,
2026-03-20,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran? (death settles to last traded price),Strong,Active,
2026-03-20,KXGREENLAND-29,Will Trump buy at least part of Greenland?,Weak,Volatile,
2026-03-20,KXGREENTERRITORY-29,Will the US take control of any part of Greenland?,Neutral,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXGREENLANDPRICE-29JAN21,How much will the US acquire Greenland for?,Neutral,Active,
2026-03-20,KXCABOUT-26MAR,Who will leave Trump's Cabinet next?,Neutral,Fragile,
2026-03-20,KXSTATE51-29,What will be the 51st state in Trump's term?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXCANAL-29,Will Trump take back the Panama Canal?,Weak,Volatile,
2026-03-20,KXNEXTUKPM-30,Who will be the next Prime Minister of the UK?,Neutral,Fragile,
2026-03-20,KXGTAPRICE,What will the price of GTA VI be on PS5?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXBOND-30,Who will be the next James Bond?,Weak,Volatile,
2026-03-20,KXINSURRECTION-29,Will Trump invoke the Insurrection Act?,Neutral,Fragile,
2026-03-20,KXMUSKTRILLION,When will Elon Musk become a trillionaire?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXPRESPARTY-2028,2028 Presidential Election winner? (Party),Neutral,Active,
2026-03-20,KXTRUMPREMOVE,Will Trump be impeached and removed from office?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXUSAEXPANDTERRITORY,Will the US acquire any new territory?,Neutral,Fragile,
2026-03-20,KXIMPEACH-29,Will President Trump be impeached during his term?,Weak,Volatile,
2026-03-20,KXTAIWANLVL4,Will the US issue a Level 4 travel advisory for Taiwan?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXSWIFTKELCEWEDDINGLOCATION-30,Where will Taylor Swift and Travis Kelce’s Wedding occur?,Neutral,Fragile,
2026-03-20,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,Weak,Volatile | Fragile,Volatile | Fragile
2026-03-20,KXAMEND22-29,Will Trump be allowed to run for a 3rd term?,Weak,Volatile,
2026-03-20,KXSCOURT-29,Who will be the next Supreme Court justice?,Neutral,Active,
2026-03-20,KXNEWSCOTUSCONF-29JAN20,How many Supreme Court justices will the President confirm?,Neutral,Active,
2026-03-20,KXAGENCYELIM-29,Which agencies will Trump eliminate?,Weak,Volatile,
2026-03-20,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Calibrating,
2026-03-20,KXTRUMPRESIGN,Will Trump resign during his term?,Weak,Volatile,
2026-03-20,KXUKPARTY-29,Which party will win the next UK general election?,Neutral,Fragile,
2026-03-20,KXGDPUSMAX-28,Will there be a Trump economic boom?,Weak,Volatile,
2026-03-20,POWER-28,2028: Who will win the Presidency  House  and Senate?,Neutral,Fragile,
2026-03-20,KXDOED-29,Will Trump abolish the Department of Education?,Weak,Volatile,
2026-03-20,KXZELENSKYPUTIN-29,Will Zelenskyy and Putin speak?,Weak,Volatile,
2026-03-20,KXNEXTDHSSEC-29,Who will be Trump's next DHS secretary?,Strong,Calibrating,
2026-03-20,KXH1B-29,Will Trump expand the H1-B program?,Weak,Volatile,
2026-03-20,KXCANTERRITORY-29,Will the US take control of any part of Canada?,Weak,Volatile,
2026-03-20,KXFEDEND-29,Will Trump end the Federal Reserve?,Neutral,Volatile,
2026-03-20,KXIMPEACHCABINET,Will a cabinet member be impeached?,Weak,Volatile,
2026-03-20,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Weak,Volatile,
2026-03-20,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Fragile,
2026-03-20,CHINAUSGDP,China overtakes USA’s economy by 2030?,Weak,Volatile,
2026-03-20,KXNEWPOPE-70,Who will the next Pope be?,Weak,Volatile,
2026-03-20,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Active,
2026-03-20,KXDEBTGROWTH-28DEC31,Peak US National Debt Under Trump Administration,Weak,Volatile,
2026-03-20,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,Weak,Volatile,
2026-03-20,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Volatile,
2026-03-20,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Weak,Volatile,
2026-03-20,KXSPACEXMARS-30,Will SpaceX land anything successfully on Mars before 2030?,Weak,Volatile,
2026-03-20,KXFTAPRC-29,Will Trump make a new free trade agreement with China?,Weak,Volatile,
2026-03-20,KXSTATE-29,Will Trump add a 51st state to the US?,Weak,Volatile,
2026-03-20,KXLIVENATIONUS-30,Courts consider Live Nation a monopoly?,Neutral,Volatile,
2026-03-20,KXSCOTUSRESIGN-29,Which Supreme Court justices will resign during Trump's term?,Weak,Volatile,
